"","Bed","SampleID","Year_planted","Species","Site","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Length_1_mm","Length_2_mm","Length_3_mm"
"837","IR","K15PSr6",2015,"Salix richardsonii","Kluane","09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838","IR","K15PSr6",2015,"Salix richardsonii","Kluane","26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","IR","K15PSr6",2015,"Salix richardsonii","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","IR","K15PSr7",2015,"Salix richardsonii","Kluane","11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","IR","K15PSr7",2015,"Salix richardsonii","Kluane","09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","IR","K15PSr7",2015,"Salix richardsonii","Kluane","26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","IR","K15PSr7",2015,"Salix richardsonii","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844","IR","K15PSr8",2015,"Salix richardsonii","Kluane","11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845","IR","K15PSr8",2015,"Salix richardsonii","Kluane","09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846","IR","K15PSr8",2015,"Salix richardsonii","Kluane","26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","IR","K15PSr8",2015,"Salix richardsonii","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","IR","K15PSr9",2015,"Salix richardsonii","Kluane","11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","IR","K15PSr9",2015,"Salix richardsonii","Kluane","09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","IR","K15PSr9",2015,"Salix richardsonii","Kluane","26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","IR","K15PSr9",2015,"Salix richardsonii","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","LB","K15SSr1",2015,"Salix richardsonii","Kluane","11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","LB","K15SSr1",2015,"Salix richardsonii","Kluane","09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","LB","K15SSr1",2015,"Salix richardsonii","Kluane","26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","LB","K15SSr1",2015,"Salix richardsonii","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","AC","K15SSr10",2015,"Salix richardsonii","Kluane","11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","AC","K15SSr10",2015,"Salix richardsonii","Kluane","09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","AC","K15SSr10",2015,"Salix richardsonii","Kluane","26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","AC","K15SSr10",2015,"Salix richardsonii","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","LB","K15SSr2",2015,"Salix richardsonii","Kluane","11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","LB","K15SSr2",2015,"Salix richardsonii","Kluane","09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862","LB","K15SSr2",2015,"Salix richardsonii","Kluane","26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","LB","K15SSr2",2015,"Salix richardsonii","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864","LB","K15SSr2",2015,"Salix richardsonii","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"865","LB","K15SSr3",2015,"Salix richardsonii","Kluane","11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"866","LB","K15SSr3",2015,"Salix richardsonii","Kluane","09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"867","LB","K15SSr3",2015,"Salix richardsonii","Kluane","26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868","LB","K15SSr3",2015,"Salix richardsonii","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","LB","K15SSr4",2015,"Salix richardsonii","Kluane","11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"870","LB","K15SSr4",2015,"Salix richardsonii","Kluane","09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","LB","K15SSr4",2015,"Salix richardsonii","Kluane","26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"872","LB","K15SSr4",2015,"Salix richardsonii","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","SW","K15SSr5",2015,"Salix richardsonii","Kluane","11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874","SW","K15SSr5",2015,"Salix richardsonii","Kluane","09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"875","SW","K15SSr5",2015,"Salix richardsonii","Kluane","26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"876","SW","K15SSr5",2015,"Salix richardsonii","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"877","SW","K15SSr6",2015,"Salix richardsonii","Kluane","11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878","SW","K15SSr6",2015,"Salix richardsonii","Kluane","09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879","SW","K15SSr6",2015,"Salix richardsonii","Kluane","26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"880","SW","K15SSr6",2015,"Salix richardsonii","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"881","SW","K15SSr7",2015,"Salix richardsonii","Kluane","11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"882","SW","K15SSr7",2015,"Salix richardsonii","Kluane","09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"883","SW","K15SSr7",2015,"Salix richardsonii","Kluane","26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"884","SW","K15SSr7",2015,"Salix richardsonii","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885","SW","K15SSr8",2015,"Salix richardsonii","Kluane","09/07/2016","7","9",2016,"1.5",NA,NA,NA,"26","28","21",NA,NA,NA
"886","SW","K15SSr8",2015,"Salix richardsonii","Kluane","26/06/2016","6","26",2016,"1.7",NA,NA,NA,"22.3","28.8","21.7","13.1",NA,NA
"887","SW","K15SSr8",2015,"Salix richardsonii","Kluane","11/08/2016","8","11",2016,"2.3",NA,NA,NA,"28","24","22","16",NA,NA
"888","SW","K15SSr8",2015,"Salix richardsonii","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"25","27","22","17",NA,NA
"889","SW","K15SSr9",2015,"Salix richardsonii","Kluane","11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"890","SW","K15SSr9",2015,"Salix richardsonii","Kluane","09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"891","SW","K15SSr9",2015,"Salix richardsonii","Kluane","26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"892","SW","K15SSr9",2015,"Salix richardsonii","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"893","SW","K15SSr9",2015,"Salix richardsonii","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"894","IMS","KLSPC1",2013,"Salix pulchra","Kluane","26/06/2016","6","26",2016,"27.4",NA,NA,NA,"49","49","49.1","63.8","68.5","67.4"
"895","IMS","KLSPC1",2013,"Salix pulchra","Kluane","11/08/2016","8","11",2016,"28.3",NA,NA,NA,"50","45","60","71","80","84"
"896","IMS","KLSPC1",2013,"Salix pulchra","Kluane","09/07/2016","7","9",2016,"28.9",NA,NA,NA,"49","50","52","95","76","75"
"897","IMS","KLSPC1",2013,"Salix pulchra","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"51","52","49","76","64","69"
"898","MG","KLSPC10",2013,"Salix pulchra","Kluane","09/07/2016","7","9",2016,"31.2",NA,NA,NA,"57","46","45","14","52","43"
"899","MG","KLSPC10",2013,"Salix pulchra","Kluane","26/06/2016","6","26",2016,"32.8",NA,NA,NA,"41","39","42","41","43","38"
"900","MG","KLSPC10",2013,"Salix pulchra","Kluane","11/08/2016","8","11",2016,"33",NA,NA,NA,"46","48","47","43","41","28"
"901","MG","KLSPC10",2013,"Salix pulchra","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"41","45","44","33","41","39"
"902","AB","KLSPC13",2013,"Salix pulchra","Kluane","26/06/2016","6","26",2016,"34.1",NA,NA,NA,"53.9","50.2","51.8","108.5","58.7","85.6"
"903","AB","KLSPC13",2013,"Salix pulchra","Kluane","11/08/2016","8","11",2016,"35.1",NA,NA,NA,"39","42","45","62","66","111"
"904","AB","KLSPC13",2013,"Salix pulchra","Kluane","09/07/2016","7","9",2016,"36.4",NA,NA,NA,"55","46","54","100","141","82"
"905","AB","KLSPC13",2013,"Salix pulchra","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"53","46","43","115","93",NA
"906","IMS","KLSPC2",2013,"Salix pulchra","Kluane","11/08/2016","8","11",2016,"18.3",NA,NA,NA,"53","43","45","36","36","37"
"907","IMS","KLSPC2",2013,"Salix pulchra","Kluane","09/07/2016","7","9",2016,"23.1",NA,NA,NA,"46","47","45","43","35","32"
"908","IMS","KLSPC2",2013,"Salix pulchra","Kluane","26/06/2016","6","26",2016,"24.5",NA,NA,NA,"51.5","46.6","54.4","37.3","30.2","31.9"
"909","IMS","KLSPC2",2013,"Salix pulchra","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"45","45","43","32","29","28"
"910","IMS","KLSPC3",2013,"Salix pulchra","Kluane","09/07/2016","7","9",2016,"23.8",NA,NA,NA,"40","32","38","41","38","39"
"911","IMS","KLSPC3",2013,"Salix pulchra","Kluane","11/08/2016","8","11",2016,"24.4",NA,NA,NA,"35","36","42","39","33","30"
"912","IMS","KLSPC3",2013,"Salix pulchra","Kluane","26/06/2016","6","26",2016,"25.8",NA,NA,NA,"37.8","41","51.7","39.5","29.2","34.8"
"913","IMS","KLSPC3",2013,"Salix pulchra","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"31","26","39","29","29","24"
"914","MG","KLSPC8",2013,"Salix pulchra","Kluane","26/06/2016","6","26",2016,"12.8",NA,NA,NA,"50","45","38","70","75","57"
"915","MG","KLSPC8",2013,"Salix pulchra","Kluane","11/08/2016","8","11",2016,"16.1",NA,NA,NA,"74","65","75","314","317","275"
"916","MG","KLSPC8",2013,"Salix pulchra","Kluane","09/07/2016","7","9",2016,"17.5",NA,NA,NA,"76","80","69","205","165","210"
"917","MG","KLSPC8",2013,"Salix pulchra","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"40","45","43","52","43","41"
"918","MG","KLSPC9",2013,"Salix pulchra","Kluane","11/08/2016","8","11",2016,"39.5",NA,NA,NA,"62","64","64","600","472","420"
"919","MG","KLSPC9",2013,"Salix pulchra","Kluane","09/07/2016","7","9",2016,"40.5",NA,NA,NA,"50","42","48","355","485","390"
"920","MG","KLSPC9",2013,"Salix pulchra","Kluane","26/06/2016","6","26",2016,"41.2",NA,NA,NA,"47","41","40","345","295","190"
"921","MG","KLSPC9",2013,"Salix pulchra","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"43","39","42","196","163","155"
"922","IMS","KLSpE1",2013,"Salix pulchra","Kluane","26/06/2016","6","26",2016,"24.7",NA,NA,NA,"45.4","46.9","46.4","75.2","136.2","91.2"
"923","IMS","KLSpE1",2013,"Salix pulchra","Kluane","09/07/2016","7","9",2016,"37.5",NA,NA,NA,"61","65","68","110","141","111"
"924","IMS","KLSpE1",2013,"Salix pulchra","Kluane","11/08/2016","8","11",2016,"53.1",NA,NA,NA,"72","64","65","38.4","39.1","35.4"
"925","IMS","KLSpE1",2013,"Salix pulchra","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"42","47","44","68","125","99"
"926","CF","KLSpE10",2013,"Salix pulchra","Kluane","09/07/2016","7","9",2016,"24.6",NA,NA,NA,"43","46","41","111","108","94"
"927","CF","KLSpE10",2013,"Salix pulchra","Kluane","26/06/2016","6","26",2016,"26",NA,NA,NA,"40","33","38","128","145","112"
"928","CF","KLSpE10",2013,"Salix pulchra","Kluane","11/08/2016","8","11",2016,"28.9",NA,NA,NA,"63","58","55","312","103","111"
"929","CF","KLSpE10",2013,"Salix pulchra","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"41","39","42","61","36","56"
"930","MG","KLSpE11",2013,"Salix pulchra","Kluane","26/06/2016","6","26",2016,"26.8",NA,NA,NA,"54","53","51","158","115","224"
"931","MG","KLSpE11",2013,"Salix pulchra","Kluane","09/07/2016","7","9",2016,"32.3",NA,NA,NA,"81","75","66","235","275","145"
"932","MG","KLSpE11",2013,"Salix pulchra","Kluane","11/08/2016","8","11",2016,"35.8",NA,NA,NA,"74","72","75","380","330","290"
"933","MG","KLSpE11",2013,"Salix pulchra","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"54","57","58","60","110","87"
"934","MG","KLSpE12",2013,"Salix pulchra","Kluane","11/08/2016","8","11",2016,"42.1",NA,NA,NA,"59","69","67","618","423","330"
"935","MG","KLSpE14",2013,"Salix pulchra","Kluane","26/06/2016","6","26",2016,"31",NA,NA,NA,"57","76","74","237","230","240"
"936","MG","KLSpE14",2013,"Salix pulchra","Kluane","09/07/2016","7","9",2016,"39.8",NA,NA,NA,"73","89","82","225","270","355"
"937","MG","KLSpE14",2013,"Salix pulchra","Kluane","11/08/2016","8","11",2016,"44.1",NA,NA,NA,"81","85","85","391","403","331"
"938","MG","KLSpE14",2013,"Salix pulchra","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"51","52","54",NA,NA,NA
"939","MG","KLSpE15",2013,"Salix pulchra","Kluane","11/08/2016","8","11",2016,"15.6",NA,NA,NA,"56","57","62","106","107","80"
"940","MG","KLSpE15",2013,"Salix pulchra","Kluane","26/06/2016","6","26",2016,"16.5",NA,NA,NA,"43","41","33","77","56","54"
"941","MG","KLSpE15",2013,"Salix pulchra","Kluane","09/07/2016","7","9",2016,"17",NA,NA,NA,"49","52","56","80","100","7"
"942","MG","KLSpE15",2013,"Salix pulchra","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"32","44","41","65","57","58"
"943","IMS","KLSpE2",2013,"Salix pulchra","Kluane","09/07/2016","7","9",2016,"22.3",NA,NA,NA,"61","60","58","451","512","525"
"944","IMS","KLSpE2",2013,"Salix pulchra","Kluane","26/06/2016","6","26",2016,"27.1",NA,NA,NA,"58","67","58","264","186","98"
"945","IMS","KLSpE2",2013,"Salix pulchra","Kluane","26/06/2016","6","26",2016,"29.5",NA,NA,NA,"48.8","55.9","62.4","371","350","378"
"946","IMS","KLSpE2",2013,"Salix pulchra","Kluane","09/07/2016","7","9",2016,"30.1",NA,NA,NA,"65","65","67","420","330","300"
"947","IMS","KLSpE2",2013,"Salix pulchra","Kluane","11/08/2016","8","11",2016,"41.3",NA,NA,NA,"66","67","64","802","682","660"
"948","IMS","KLSpE2",2013,"Salix pulchra","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"43","48","51","138","140","177"
"949","IMS","KLSpE2",2013,"Salix pulchra","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"41","41","42","66","61","86"
"950","IMS","KLSpE3",2013,"Salix pulchra","Kluane","26/06/2016","6","26",2016,"2.2",NA,NA,NA,"14.6","16.7","15.4","8","8.9","5.4"
"951","IMS","KLSpE3",2013,"Salix pulchra","Kluane","11/08/2016","8","11",2016,"3.2",NA,NA,NA,"30","30","26","23","9",NA
"952","IMS","KLSpE3",2013,"Salix pulchra","Kluane","09/07/2016","7","9",2016,"3.4",NA,NA,NA,"20","22","29","5","8",NA
"953","IMS","KLSpE3",2013,"Salix pulchra","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"16","17","18","6","7","11"
"954","IMS","KLSpE4",2013,"Salix pulchra","Kluane","26/06/2016","6","26",2016,"42.4",NA,NA,NA,"69.4","74.4","78.3","374","380","290"
"955","IMS","KLSpE4",2013,"Salix pulchra","Kluane","09/07/2016","7","9",2016,"48.2",NA,NA,NA,"73","75","85","420","564","579"
"956","IMS","KLSpE4",2013,"Salix pulchra","Kluane","11/08/2016","8","11",2016,"53",NA,NA,NA,"79","84","76","1010","1000","980"
"957","IMS","KLSpE4",2013,"Salix pulchra","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"53","54","56","154","151","115"
"958","IMS","KLSpE5",2013,"Salix pulchra","Kluane","09/07/2016","7","9",2016,"25.5",NA,NA,NA,"25","29","31","98","27","30"
"959","IMS","KLSpE5",2013,"Salix pulchra","Kluane","26/06/2016","6","26",2016,"28",NA,NA,NA,"31.6","30.2","33.4","29.5","30.5","24.2"
"960","IMS","KLSpE5",2013,"Salix pulchra","Kluane","11/08/2016","8","11",2016,"30.1",NA,NA,NA,"42","60","59","70","110","82"
"961","IMS","KLSpE5",2013,"Salix pulchra","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"28","30","31","16","21","30"
"962","CF","KLSpE6",2013,"Salix pulchra","Kluane","09/07/2016","7","9",2016,"24.1",NA,NA,NA,"76","68","80","356","450","504"
"963","CF","KLSpE6",2013,"Salix pulchra","Kluane","26/06/2016","6","26",2016,"26.5",NA,NA,NA,"70","65","64","286","325","342"
"964","CF","KLSpE6",2013,"Salix pulchra","Kluane","11/08/2016","8","11",2016,"36.1",NA,NA,NA,"81","77","83","715","715","69.8"
"965","CF","KLSpE6",2013,"Salix pulchra","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"50","47","49","111","75","108"
"966","CF","KLSpE7",2013,"Salix pulchra","Kluane","26/06/2016","6","26",2016,"20.2",NA,NA,NA,"42","54","45","141","145","92"
"967","CF","KLSpE7",2013,"Salix pulchra","Kluane","09/07/2016","7","9",2016,"29.8",NA,NA,NA,"65","71","72","269","301","250"
"968","CF","KLSpE7",2013,"Salix pulchra","Kluane","11/08/2016","8","11",2016,"33.8",NA,NA,NA,"62","61","61","313","267","378"
"969","CF","KLSpE7",2013,"Salix pulchra","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"38","49","42","80","76","93"
"970","CF","KLSpE8",2013,"Salix pulchra","Kluane","26/06/2016","6","26",2016,"29.5",NA,NA,NA,"65","67","72","431","276","294"
"971","CF","KLSpE8",2013,"Salix pulchra","Kluane","09/07/2016","7","9",2016,"44.2",NA,NA,NA,"95","74","77","453","514","337"
"972","CF","KLSpE8",2013,"Salix pulchra","Kluane","11/08/2016","8","11",2016,"46.3",NA,NA,NA,"101","81","73","842","561","382"
"973","CF","KLSpE8",2013,"Salix pulchra","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"67","64","63","100","102","201"
"974","CF","KLSpE9",2013,"Salix pulchra","Kluane","11/08/2016","8","11",2016,"32.7",NA,NA,NA,"87","84","81","460","384","474"
"975","CF","KLSpE9",2013,"Salix pulchra","Kluane","26/06/2016","6","26",2016,"33",NA,NA,NA,"59","60","59","204","203","209"
"976","CF","KLSpE9",2013,"Salix pulchra","Kluane","09/07/2016","7","9",2016,"33.1",NA,NA,NA,"70","68","82","295","335","253"
"977","CF","KLSpE9",2013,"Salix pulchra","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"57","70","61","124","98","105"
"978","IR","KLSrC10",2013,"Salix richardsonii","Kluane","26/06/2016","6","26",2016,"34",NA,NA,NA,"45","48","50","281","212","259"
"979","IR","KLSrC10",2013,"Salix richardsonii","Kluane","09/07/2016","7","9",2016,"51.8",NA,NA,NA,"67","62","67","480","370","425"
"980","IR","KLSrC10",2013,"Salix richardsonii","Kluane","11/08/2016","8","11",2016,"53.4",NA,NA,NA,"74","76","80","515","445","433"
"981","IR","KLSrC10",2013,"Salix richardsonii","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"54","56","48","174","176","156"
"982","AC","KLSrC11",2013,"Salix richardsonii","Kluane","11/08/2016","8","11",2016,"17",NA,NA,NA,"42","46","45","107","100","94"
"983","AC","KLSrC11",2013,"Salix richardsonii","Kluane","09/07/2016","7","9",2016,"26.2",NA,NA,NA,"48","41","45","50","55","60"
"984","AC","KLSrC11",2013,"Salix richardsonii","Kluane","26/06/2016","6","26",2016,"26.2",NA,NA,NA,"41.1","42.6","45.3","57","54.2","74.2"
"985","AC","KLSrC11",2013,"Salix richardsonii","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"46","43","35","48","48","51"
"986","AC","KLSrC13",2013,"Salix richardsonii","Kluane","26/06/2016","6","26",2016,"30.1",NA,NA,NA,"61.7","64.5","51.8","310","242","148"
"987","AC","KLSrC13",2013,"Salix richardsonii","Kluane","09/07/2016","7","9",2016,"45",NA,NA,NA,"67","63","65","395","455","225"
"988","AC","KLSrC13",2013,"Salix richardsonii","Kluane","11/08/2016","8","11",2016,"47.3",NA,NA,NA,"67","78","84","31","44.4","43.8"
"989","AC","KLSrC13",2013,"Salix richardsonii","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"49","57","59","180","135","131"
"990","LB","KLSrC2",2013,"Salix richardsonii","Kluane","26/06/2016","6","26",2016,"39.6",NA,NA,NA,"56.5","52.2","57.8","214","331","262"
"991","LB","KLSrC2",2013,"Salix richardsonii","Kluane","09/07/2016","7","9",2016,"53.5",NA,NA,NA,"60","63","65","436","408","396"
"992","LB","KLSrC2",2013,"Salix richardsonii","Kluane","11/08/2016","8","11",2016,"56.9",NA,NA,NA,"67","71","89","603","392","382"
"993","LB","KLSrC2",2013,"Salix richardsonii","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"75","71","69","163","162","165"
"994","IR","KLSrC6",2013,"Salix richardsonii","Kluane","26/06/2016","6","26",2016,"30.4",NA,NA,NA,"45","36","45","206","162","148"
"995","IR","KLSrC6",2013,"Salix richardsonii","Kluane","09/07/2016","7","9",2016,"44.1",NA,NA,NA,"63","56","56","320","220","265"
"996","IR","KLSrC6",2013,"Salix richardsonii","Kluane","11/08/2016","8","11",2016,"46.1",NA,NA,NA,"55","54","61","285","340","295"
"997","IR","KLSrC6",2013,"Salix richardsonii","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"35","36","36","91","95","104"
"998","IR","KLSrC7",2013,"Salix richardsonii","Kluane","26/06/2016","6","26",2016,"38.5",NA,NA,NA,"40","40","41","192","194","171"
"999","IR","KLSrC7",2013,"Salix richardsonii","Kluane","09/07/2016","7","9",2016,"57",NA,NA,NA,"52","60","62","230","360","330"
"1000","IR","KLSrC7",2013,"Salix richardsonii","Kluane","11/08/2016","8","11",2016,"71",NA,NA,NA,"66","61","62","515","412","475"
"1001","IR","KLSrC7",2013,"Salix richardsonii","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1002","SW","KLSrE10",2013,"Salix richardsonii","Kluane","26/06/2016","6","26",2016,"59.5",NA,NA,NA,"55.8","46","53.8","318","292","313"
"1003","SW","KLSrE10",2013,"Salix richardsonii","Kluane","11/08/2016","8","11",2016,"71",NA,NA,NA,"60","63","61","437","445","411"
"1004","SW","KLSrE10",2013,"Salix richardsonii","Kluane","09/07/2016","7","9",2016,"71",NA,NA,NA,"68","63","67","346","295","422"
"1005","SW","KLSrE10",2013,"Salix richardsonii","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"47","45","47","117","102","90"
"1006","IR","KLSrE11",2013,"Salix richardsonii","Kluane","26/06/2016","6","26",2016,"36",NA,NA,NA,"52","47","49","202","182","200"
"1007","IR","KLSrE11",2013,"Salix richardsonii","Kluane","09/07/2016","7","9",2016,"36.6",NA,NA,NA,"50","56","54","330","320","285"
"1008","IR","KLSrE11",2013,"Salix richardsonii","Kluane","11/08/2016","8","11",2016,"40.8",NA,NA,NA,"54","51","56","421","290","348"
"1009","IR","KLSrE11",2013,"Salix richardsonii","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"51","54","46","87","108","96"
"1010","IR","KLSrE13",2013,"Salix richardsonii","Kluane","26/06/2016","6","26",2016,"30.2",NA,NA,NA,"46","38","45","284","237","245"
"1011","IR","KLSrE13",2013,"Salix richardsonii","Kluane","09/07/2016","7","9",2016,"45.8",NA,NA,NA,"59","63","60","430","380","380"
"1012","IR","KLSrE13",2013,"Salix richardsonii","Kluane","11/08/2016","8","11",2016,"62.9",NA,NA,NA,"61","59","61","606","556","589"
"1013","IR","KLSrE13",2013,"Salix richardsonii","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"39","43","42","154","151","141"
"1014","IR","KLSrE14",2013,"Salix richardsonii","Kluane","26/06/2016","6","26",2016,"19.6",NA,NA,NA,"45","46","54","160","165","108"
"1015","IR","KLSrE14",2013,"Salix richardsonii","Kluane","09/07/2016","7","9",2016,"25.2",NA,NA,NA,"61","63","58","175","185","130"
"1016","IR","KLSrE14",2013,"Salix richardsonii","Kluane","11/08/2016","8","11",2016,"29.1",NA,NA,NA,"70","70","61","210","137","119"
"1017","IR","KLSrE14",2013,"Salix richardsonii","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"63","56","53","83","114","96"
"1018","IR","KLSrE15",2013,"Salix richardsonii","Kluane","26/06/2016","6","26",2016,"42",NA,NA,NA,"52","48","53","274","250","220"
"1019","IR","KLSrE15",2013,"Salix richardsonii","Kluane","09/07/2016","7","9",2016,"60.1",NA,NA,NA,"61","66","59","460","360","430"
"1020","IR","KLSrE15",2013,"Salix richardsonii","Kluane","11/08/2016","8","11",2016,"66.1",NA,NA,NA,"66","69","69","518","418","375"
"1021","IR","KLSrE15",2013,"Salix richardsonii","Kluane","05/06/2016","6","5",2016,NA,NA,NA,NA,"56","55","52","152","144","129"
"1022","LB","KLSrE4",2013,"Salix richardsonii","Kluane","26/06/2016","6","26",2016,"41.2",NA,NA,NA,"45.9","55","53.4","265","322","325"
"1023","LB","KLSrE4",2013,"Salix richardsonii","Kluane","09/07/2016","7","9",2016,"55",NA,NA,NA,"62","68","64","358","451","536"
"1024","LB","KLSrE4",2013,"Salix richardsonii","Kluane","11/08/2016","8","11",2016,"75.1",NA,NA,NA,"70","70","67","509","654","686"
